ubp_id,symbol,atomic_number_identity,channel,value_exact,unit,condition,uncertainty,source,status
ELEM_U_092,U,92,melting_point,14053/10,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_U_092,U,92,atomic_number,92,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_U_092,U,92,density,379/20,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Np_093,Np,93,atomic_mass,237,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Np_093,Np,93,boiling_point,4273,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Np_093,Np,93,melting_point,917,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Np_093,Np,93,atomic_number,93,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Np_093,Np,93,density,409/20,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Pu_094,Pu,94,atomic_mass,244,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Pu_094,Pu,94,boiling_point,3501,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Pu_094,Pu,94,melting_point,1825/2,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Pu_094,Pu,94,atomic_number,94,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Pu_094,Pu,94,density,496/25,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Am_095,Am,95,atomic_mass,243,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Am_095,Am,95,boiling_point,2880,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Am_095,Am,95,melting_point,1449,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Am_095,Am,95,atomic_number,95,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Am_095,Am,95,density,1369/100,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Cm_096,Cm,96,atomic_mass,247,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Cm_096,Cm,96,boiling_point,3383,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Cm_096,Cm,96,melting_point,1613,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Cm_096,Cm,96,atomic_number,96,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Cm_096,Cm,96,density,1351/100,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Bk_097,Bk,97,atomic_mass,247,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Bk_097,Bk,97,boiling_point,2900,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Bk_097,Bk,97,melting_point,1259,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Bk_097,Bk,97,atomic_number,97,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Bk_097,Bk,97,density,1479/100,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Cf_098,Cf,98,atomic_mass,251,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Cf_098,Cf,98,boiling_point,1743,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Cf_098,Cf,98,melting_point,1173,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Cf_098,Cf,98,atomic_number,98,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Cf_098,Cf,98,density,151/10,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Es_099,Es,99,atomic_mass,252,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Es_099,Es,99,boiling_point,1269,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Es_099,Es,99,melting_point,1133,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Es_099,Es,99,atomic_number,99,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Es_099,Es,99,density,221/25,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Fm_100,Fm,100,atomic_mass,257,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Fm_100,Fm,100,boiling_point,0,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Fm_100,Fm,100,melting_point,1800,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Fm_100,Fm,100,atomic_number,100,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Fm_100,Fm,100,density,0,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Md_101,Md,101,atomic_mass,258,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Md_101,Md,101,boiling_point,0,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Md_101,Md,101,melting_point,1100,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Md_101,Md,101,atomic_number,101,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Md_101,Md,101,density,0,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_No_102,No,102,atomic_mass,259,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_No_102,No,102,boiling_point,0,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_No_102,No,102,melting_point,1100,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_No_102,No,102,atomic_number,102,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_No_102,No,102,density,0,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Lr_103,Lr,103,atomic_mass,266,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Lr_103,Lr,103,boiling_point,0,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Lr_103,Lr,103,melting_point,1900,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Lr_103,Lr,103,atomic_number,103,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Lr_103,Lr,103,density,0,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Rf_104,Rf,104,atomic_mass,267,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Rf_104,Rf,104,boiling_point,5800,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Rf_104,Rf,104,melting_point,2400,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Rf_104,Rf,104,atomic_number,104,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Rf_104,Rf,104,density,116/5,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Db_105,Db,105,atomic_mass,268,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Db_105,Db,105,boiling_point,0,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Db_105,Db,105,melting_point,0,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Db_105,Db,105,atomic_number,105,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Db_105,Db,105,density,293/10,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Sg_106,Sg,106,atomic_mass,269,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Sg_106,Sg,106,boiling_point,0,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Sg_106,Sg,106,melting_point,0,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Sg_106,Sg,106,atomic_number,106,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Sg_106,Sg,106,density,35,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Bh_107,Bh,107,atomic_mass,270,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Bh_107,Bh,107,boiling_point,0,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Bh_107,Bh,107,melting_point,0,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Bh_107,Bh,107,atomic_number,107,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Bh_107,Bh,107,density,371/10,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Hs_108,Hs,108,atomic_mass,277,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Hs_108,Hs,108,boiling_point,0,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Hs_108,Hs,108,melting_point,0,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Hs_108,Hs,108,atomic_number,108,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Hs_108,Hs,108,density,407/10,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Mt_109,Mt,109,atomic_mass,278,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Mt_109,Mt,109,boiling_point,0,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Mt_109,Mt,109,melting_point,0,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Mt_109,Mt,109,atomic_number,109,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Mt_109,Mt,109,density,187/5,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Ds_110,Ds,110,atomic_mass,281,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Ds_110,Ds,110,boiling_point,0,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Ds_110,Ds,110,melting_point,0,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Ds_110,Ds,110,atomic_number,110,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Ds_110,Ds,110,density,174/5,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Rg_111,Rg,111,atomic_mass,282,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Rg_111,Rg,111,boiling_point,0,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Rg_111,Rg,111,melting_point,0,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Rg_111,Rg,111,atomic_number,111,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Rg_111,Rg,111,density,287/10,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Cn_112,Cn,112,atomic_mass,285,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Cn_112,Cn,112,boiling_point,357,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Cn_112,Cn,112,melting_point,283,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Cn_112,Cn,112,atomic_number,112,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Cn_112,Cn,112,density,237/10,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Nh_113,Nh,113,atomic_mass,286,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Nh_113,Nh,113,boiling_point,1430,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Nh_113,Nh,113,melting_point,700,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Nh_113,Nh,113,atomic_number,113,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Nh_113,Nh,113,density,16,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Fl_114,Fl,114,atomic_mass,289,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Fl_114,Fl,114,boiling_point,210,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Fl_114,Fl,114,melting_point,200,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Fl_114,Fl,114,atomic_number,114,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Fl_114,Fl,114,density,14,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Mc_115,Mc,115,atomic_mass,290,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Mc_115,Mc,115,boiling_point,1400,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Mc_115,Mc,115,melting_point,670,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Mc_115,Mc,115,atomic_number,115,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Mc_115,Mc,115,density,27/2,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Lv_116,Lv,116,atomic_mass,293,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Lv_116,Lv,116,boiling_point,1085,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Lv_116,Lv,116,melting_point,709,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Lv_116,Lv,116,atomic_number,116,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Lv_116,Lv,116,density,129/10,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Ts_117,Ts,117,atomic_mass,294,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Ts_117,Ts,117,boiling_point,883,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Ts_117,Ts,117,melting_point,723,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Ts_117,Ts,117,atomic_number,117,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Ts_117,Ts,117,density,36/5,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
ELEM_Og_118,Og,118,atomic_mass,294,u (inferred convention; not declared by KB),not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_source_unresolved
ELEM_Og_118,Og,118,boiling_point,350,K (inferred convention; not declared by KB),pressure/phase convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Og_118,Og,118,melting_point,325,K (inferred convention; not declared by KB),pressure/allotrope convention not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_inferred_conditions_unresolved
ELEM_Og_118,Og,118,atomic_number,118,1 (count),chemical-element identity,exact,KB element identifier and M_Count.Z agree,ontology_derived_exact
ELEM_Og_118,Og,118,density,5,unresolved: values appear to mix gas and condensed-phase conventions,temperature/pressure/phase not_reported,not_reported,ubp_system_kb.json; upstream per-value source not_reported,unit_and_conditions_unresolved
